number,incident_state,knowledge,vendor,product,country,summary
INC0006749,Resolved,False,Ruby,LadyBug,Chile,"Incident INC0006749, related to the Ruby vendor's LadyBug product in Chile, was opened on 14/03/2016 and resolved by 16/03/2016, meeting the SLA requirements. The incident had a medium impact and urgency, with a moderate priority. It was closed on 24/03/2016. Knowledge article creation was not performed."
INC0021121,New,False,Sapphire,BlueJay,Morocco,"Incident INC0021121 was opened on 20/04/2016 at 00:22 with a medium impact and urgency, resulting in a moderate priority. The issue, related to the Sapphire vendor's BlueJay product in Morocco, met the SLA and was resolved quickly by 00:25 the same day. The incident remained open until it was closed on 25/04/2016 at 01:07. Knowledge documentation was not created for this incident."
INC0015909,Resolved,False,Ruby,Ant,Finland,"Incident INC0015909, related to the product Ant from vendor Ruby in Finland, was opened on April 6, 2016, with a medium impact and urgency, and a moderate priority. The incident was resolved by April 20, 2016, meeting the SLA, and subsequently closed on April 25, 2016. The incident state is resolved and no knowledge article was created."
INC0028975,New,False,Sapphire,BlueJay,Belgium,"Incident INC0028975, categorized with medium impact and urgency, was opened on 12/5/2016 and resolved by 16/5/2016, meeting the SLA requirements. The incident involved the BlueJay product from vendor Sapphire in Belgium. It was closed on 21/5/2016 with a moderate priority."
INC0007989,Active,False,Emerald,Frog,Germany,"Incident INC0007989, related to the Frog product by vendor Emerald in Germany, was opened on 16/03/2016 with medium impact and urgency, and moderate priority. The incident was actively managed, met its SLA, and was resolved on 23/03/2016 before being closed on 28/03/2016."
INC0013578,Active,False,Sapphire,Peacock,Sweden,"Incident INC0013578, related to the Peacock product by vendor Sapphire in Sweden, was opened on 31/3/2016 at 14:19 with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on the same day at 14:54, and closed on 5/4/2016 at 14:59. The incident is currently active, and no knowledge article was created."
INC0015105,New,False,Emerald,Boa,Israel,"Incident INC0015105 was opened on 4th April 2016 and closed on 11th April 2016. It involved the Emerald vendor's Boa product in Israel. The incident had a medium impact and urgency, resulting in a moderate priority. The service level agreement was met, and the issue was resolved on 6th April 2016. The incident is currently in a new state, with no associated knowledge articles."
INC0018432,Awaiting User Info,False,Ruby,Fox,China,"Incident INC0018432, with medium impact and urgency (priority 3 - Moderate), was opened on 13/4/2016 at 07:57 for the Fox product by vendor Ruby in China. The incident met its SLA, was resolved the same day at 14:21, and closed on 18/4/2016 at 15:07. The current state is Awaiting User Info, and there is no knowledge article associated."
INC0010724,Resolved,False,Emerald,Turtle,United States,"Incident INC0010724, related to the Turtle product from vendor Emerald in the United States, was opened on 23 March 2016 and resolved by 1 April 2016, subsequently closed on 6 April 2016. The incident had a medium impact and urgency, with a moderate priority. The service level agreement (SLA) was met, and no knowledge article was created. The incident is now resolved."
INC0027628,New,False,Emerald,Turtle,Brazil,"Incident INC0027628, involving the product Turtle from vendor Emerald in Brazil, was opened on 9/5/2016 and closed on 22/5/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident met the SLA but was marked as new at the time of the report and was not linked to any knowledge articles."
INC0015753,Closed,False,Sapphire,BlueJay,Egypt,"Incident INC0015753, related to the Sapphire BlueJay product in Egypt, was opened on 6/4/2016 at 08:29 with medium impact and urgency, and moderate priority. The incident was resolved within SLA by 08:39 the same day and closed on 11/4/2016. The incident is now closed and no knowledge article was created."
INC0004123,Resolved,True,Emerald,Boa,New Zealand,"Incident INC0004123, involving the Emerald vendor's Boa product in New Zealand, was opened on August 3, 2016, with medium impact and urgency, and a moderate priority level. The incident was resolved on June 28, 2016, meeting the SLA, and subsequently closed on July 3, 2016. Knowledge documentation was created during the resolution process."
INC0018318,Awaiting Vendor,False,Emerald,Frog,Austria,"Incident INC0018318, impacting Austria and involving the Frog product, was opened on 12/4/2016 due to a medium impact and high urgency issue. The incident, assigned high priority, was escalated to the vendor Emerald and remained in the ""Awaiting Vendor"" state. It met its SLA, was resolved on 13/7/2016, and subsequently closed on 18/7/2016."
INC0006592,Active,False,Emerald,Turtle,Sweden,"Incident INC0006592, related to the Turtle product from vendor Emerald in Sweden, was opened on 14/3/2016 at 10:53 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 23/3/2016 at 09:07, and closed on 28/3/2016 at 09:59. The incident is currently marked as active, and no knowledge article was created."
INC0029015,New,False,Emerald,Croc,Greece,"Incident INC0029015, related to the Croc product from vendor Emerald in Greece, was opened on 12/5/2016 at 18:44 with medium impact and urgency, and moderate priority. The incident met its SLA, was resolved the same day at 19:16, and closed on 17/5/2016 at 20:07. The incident is currently in a new state and does not have associated knowledge articles."
INC0004654,Closed,True,Ruby,Shrimp,Turkey,"Incident INC0004654, related to the Ruby vendor's Shrimp product in Turkey, was opened on 9/3/2016 at 09:25 with a medium impact and urgency, and moderate priority. The incident was resolved shortly after at 09:53 but officially closed on 24/3/2016 at 18:41. The incident did not meet the SLA but has associated knowledge documentation. The incident state is closed."
INC0021423,New,False,Emerald,Turtle,Portugal,"Incident INC0021423, reported on 20/4/2016 at 14:53 in Portugal, involved the Turtle product from vendor Emerald. The incident had a medium impact and urgency, resulting in a moderate priority. It was resolved the same day at 15:46 and closed on 25/4/2016 at 16:07. The service level agreement was met, and no knowledge article was created. The incident is currently marked as New."
INC0021683,Closed,False,Ruby,Shrimp,Ukraine,"Incident INC0021683, related to the Ruby vendor's Shrimp product in Ukraine, was a medium impact and urgency issue with moderate priority. It was opened on April 20, 2016, and resolved on May 20, 2016, but did not meet the SLA. The incident was closed on May 25, 2016."
INC0019911,Awaiting User Info,False,Sapphire,Glaucus,Chile,"Incident INC0019911, related to the Glaucus product from vendor Sapphire in Chile, was opened on 15/4/2016 at 15:45 with a medium impact and urgency, resulting in a moderate priority. The incident is currently awaiting user information. The service level agreement was met. It was resolved on 18/4/2016 at 11:18 and closed on 23/4/2016 at 12:07. Knowledge documentation was not created for this incident."
INC0025875,Resolved,False,Emerald,Croc,Singapore,"Incident INC0025875, affecting the Croc product from vendor Emerald in Singapore, was opened on 4th May 2016 and resolved on 18th May 2016. It had a medium impact and urgency, with a moderate priority. The incident met the SLA and was closed on 23rd May 2016. The incident is now resolved, and no knowledge article was created."
INC0007005,Active,False,Ruby,Shrimp,France,"Incident INC0007005, related to the Ruby vendor's Shrimp product in France, was opened on 15/03/2016 with a medium impact and urgency, resulting in a moderate priority. The incident was active but met its SLA, resolved by 17/03/2016, and closed on 24/03/2016. No knowledge article was created."
INC0012554,Active,False,Sapphire,Peacock,Nigeria,"Incident INC0012554, related to the Peacock product by vendor Sapphire in Nigeria, had a medium impact and urgency, resulting in a moderate priority. It was opened on 29/3/2016 and resolved on 4/4/2016, then closed on 9/4/2016. The incident met its SLA and is currently active, with no knowledge article created."
INC0010238,Active,False,Emerald,Boa,Canada,"Incident INC0010238, related to the product Boa from vendor Emerald in Canada, was a medium-impact, medium-urgency issue with moderate priority. The incident was opened on 23 March 2016 at 02:06 and resolved the same day at 14:59. It was closed on 28 March 2016 at 15:59. The SLA was met, and no knowledge article was created. The incident is currently marked as active."
INC0006275,Resolved,False,Ruby,LadyBug,Thailand,"Incident INC0006275, involving the Ruby vendor's LadyBug product in Thailand, was opened on 12/3/2016 at 12:48 with a medium impact and urgency, and moderate priority. The incident was resolved on the same day at 13:19, meeting the SLA, and was closed on 24/3/2016. The incident is now resolved, with no knowledge article created."
INC0006896,Active,False,Ruby,Ant,United States,"Incident INC0006896, related to the product Ant from vendor Ruby in the United States, was opened on 14/3/2016 with medium impact and urgency, resulting in a moderate priority. The incident was active and met the SLA, resolved by 23/3/2016, and closed on 28/3/2016. No knowledge article was created."
